Action_ID,R_S_Yaw,R_S_Pitch,R_S_Roll,R_E_Yaw,R_E_Pitch,R_E_Roll,R_W_Yaw,R_W_Pitch,R_W_Roll,L_S_Yaw,L_S_Pitch,L_S_Roll,L_E_Yaw,L_E_Pitch,L_E_Roll,L_W_Yaw,L_W_Pitch,L_W_Roll
0,-46.73,24.11,60.53,-43.48,17.38,-33.60,24.25,-26.44,16.22,165.91,31.08,-64.53,-0.71,1.13,91.08,-56.60,-3.38,6.26
0,-46.73,24.11,60.53,-43.48,17.38,-33.60,24.25,-26.44,16.22,165.91,31.08,-64.53,-0.71,1.13,91.08,-56.96,-3.38,6.50
0,-45.22,24.44,60.97,-43.48,17.38,-33.60,24.25,-26.44,16.22,165.91,31.08,-64.53,-0.71,1.13,91.08,-56.96,-3.38,6.50
0,-45.22,24.44,60.97,-43.48,17.38,-33.60,24.25,-26.44,16.22,165.75,30.89,-64.35,-0.71,1.13,91.08,-56.96,-3.38,6.50
0,-45.22,24.44,60.97,-43.48,17.38,-33.60,25.77,-25.71,14.00,165.75,30.89,-64.35,-0.71,1.13,91.08,-56.96,-3.38,6.50
0,-45.22,24.44,60.97,-43.48,17.38,-33.60,25.77,-25.71,14.00,165.75,30.89,-64.35,-0.71,1.13,91.08,-56.96,-3.38,6.50
0,-45.22,24.44,60.97,-43.05,15.98,-32.21,25.77,-25.71,14.00,165.75,30.89,-64.35,-0.71,1.13,91.08,-56.96,-3.38,6.50
0,-45.22,24.44,60.97,-43.05,15.98,-32.21,25.77,-25.71,14.00,165.75,30.89,-64.35,-1.33,0.90,90.95,-56.96,-3.38,6.50
0,-43.95,24.42,60.41,-43.05,15.98,-32.21,25.77,-25.71,14.00,165.75,30.89,-64.35,-1.33,0.90,90.95,-57.21,-3.56,6.45
0,-43.95,24.42,60.41,-43.05,15.98,-32.21,25.77,-25.71,14.00,165.36,30.76,-64.90,-1.33,0.90,90.95,-57.21,-3.56,6.45
0,-43.95,24.42,60.41,-43.05,15.98,-32.21,26.68,-23.83,14.80,165.36,30.76,-64.90,-1.33,0.90,90.95,-57.21,-3.56,6.45
0,-43.95,24.42,60.41,-43.05,15.98,-32.21,26.68,-23.83,14.80,165.36,30.76,-64.90,-1.33,0.90,90.95,-57.21,-3.56,6.45
0,-43.95,24.42,60.41,-43.81,15.79,-32.07,26.68,-23.83,14.80,165.36,30.76,-64.90,-1.33,0.90,90.95,-57.21,-3.56,6.45
0,-43.95,24.42,60.41,-43.81,15.79,-32.07,26.68,-23.83,14.80,165.36,30.76,-64.90,-1.33,0.90,90.95,-57.21,-3.56,6.45
0,-43.95,24.42,60.41,-43.81,15.79,-32.07,26.68,-23.83,14.80,165.36,30.76,-64.90,-1.98,0.91,91.01,-57.31,-3.87,6.28
0,-43.12,23.47,59.85,-43.81,15.79,-32.07,26.68,-23.83,14.80,165.16,30.89,-64.78,-1.98,0.91,91.01,-57.31,-3.87,6.28
0,-43.12,23.47,59.85,-43.81,15.79,-32.07,29.17,-23.99,16.48,165.16,30.89,-64.78,-1.98,0.91,91.01,-57.31,-3.87,6.28
0,-43.12,23.47,59.85,-43.81,15.79,-32.07,29.17,-23.99,16.48,165.16,30.89,-64.78,-1.98,0.91,91.01,-57.31,-3.87,6.28
0,-43.12,23.47,59.85,-45.39,15.36,-33.40,29.17,-23.99,16.48,165.16,30.89,-64.78,-1.98,0.91,91.01,-57.31,-3.87,6.28
0,-43.12,23.47,59.85,-45.39,15.36,-33.40,29.17,-23.99,16.48,165.16,30.89,-64.78,-1.98,0.91,91.01,-57.31,-3.87,6.28
0,-43.12,23.47,59.85,-45.39,15.36,-33.40,29.17,-23.99,16.48,165.16,30.89,-64.78,-1.98,0.91,91.01,-57.31,-3.87,6.28
0,-42.18,23.48,59.88,-45.39,15.36,-33.40,29.17,-23.99,16.48,165.11,30.90,-64.60,-2.48,0.71,91.24,-57.47,-3.96,6.31
0,-42.18,23.48,59.88,-45.39,15.36,-33.40,29.17,-23.99,16.48,165.11,30.90,-64.60,-2.48,0.71,91.24,-57.47,-3.96,6.31
0,-42.18,23.48,59.88,-45.39,15.36,-33.40,31.44,-25.04,15.02,165.11,30.90,-64.60,-2.48,0.71,91.24,-57.47,-3.96,6.31
0,-42.18,23.48,59.88,-45.51,14.25,-35.45,31.44,-25.04,15.02,165.11,30.90,-64.60,-2.48,0.71,91.24,-57.47,-3.96,6.31
0,-42.18,23.48,59.88,-45.51,14.25,-35.45,31.44,-25.04,15.02,165.11,30.90,-64.60,-2.48,0.71,91.24,-57.47,-3.96,6.31
0,-42.18,23.48,59.88,-45.51,14.25,-35.45,31.44,-25.04,15.02,165.11,30.90,-64.60,-2.48,0.71,91.24,-57.47,-3.96,6.31
0,-41.21,23.38,59.91,-45.51,14.25,-35.45,31.44,-25.04,15.02,164.79,31.07,-64.89,-2.48,0.71,91.24,-57.65,-3.79,6.37
0,-41.21,23.38,59.91,-45.51,14.25,-35.45,31.44,-25.04,15.02,164.79,31.07,-64.89,-2.91,0.54,91.52,-57.65,-3.79,6.37
0,-41.21,23.38,59.91,-45.51,14.25,-35.45,32.50,-25.09,15.85,164.79,31.07,-64.89,-2.91,0.54,91.52,-57.65,-3.79,6.37
0,-41.21,23.38,59.91,-46.63,13.52,-34.45,32.50,-25.09,15.85,164.79,31.07,-64.89,-2.91,0.54,91.52,-57.65,-3.79,6.37
0,-41.21,23.38,59.91,-46.63,13.52,-34.45,32.50,-25.09,15.85,164.79,31.07,-64.89,-2.91,0.54,91.52,-57.65,-3.79,6.37
0,-41.21,23.38,59.91,-46.63,13.52,-34.45,32.50,-25.09,15.85,164.79,31.07,-64.89,-2.91,0.54,91.52,-57.65,-3.79,6.37
0,-40.03,23.42,60.36,-46.63,13.52,-34.45,32.50,-25.09,15.85,164.63,31.20,-64.92,-2.91,0.54,91.52,-57.65,-3.79,6.37
0,-40.03,23.42,60.36,-46.63,13.52,-34.45,32.50,-25.09,15.85,164.63,31.20,-64.92,-2.91,0.54,91.52,-57.83,-3.61,6.25
0,-40.03,23.42,60.36,-46.63,13.52,-34.45,34.06,-25.78,15.13,164.63,31.20,-64.92,-2.57,0.61,92.00,-57.83,-3.61,6.25
0,-40.03,23.42,60.36,-47.10,12.29,-32.60,34.06,-25.78,15.13,164.63,31.20,-64.92,-2.57,0.61,92.00,-57.83,-3.61,6.25
0,-40.03,23.42,60.36,-47.10,12.29,-32.60,34.06,-25.78,15.13,164.63,31.20,-64.92,-2.57,0.61,92.00,-57.83,-3.61,6.25
0,-40.03,23.42,60.36,-47.10,12.29,-32.60,34.06,-25.78,15.13,164.63,31.20,-64.92,-2.57,0.61,92.00,-57.83,-3.61,6.25
0,-40.03,23.42,60.36,-47.10,12.29,-32.60,34.06,-25.78,15.13,164.52,31.45,-64.69,-2.57,0.61,92.00,-57.83,-3.61,6.25
0,-39.41,23.12,59.11,-47.10,12.29,-32.60,34.06,-25.78,15.13,164.52,31.45,-64.69,-2.57,0.61,92.00,-57.83,-3.61,6.25
0,-39.41,23.12,59.11,-47.10,12.29,-32.60,34.06,-25.78,15.13,164.52,31.45,-64.69,-2.57,0.61,92.00,-58.00,-3.72,6.14
0,-39.41,23.12,59.11,-47.03,10.35,-31.52,35.16,-26.40,17.04,164.52,31.45,-64.69,-2.73,0.40,92.24,-58.00,-3.72,6.14
0,-39.41,23.12,59.11,-47.03,10.35,-31.52,35.16,-26.40,17.04,164.52,31.45,-64.69,-2.73,0.40,92.24,-58.00,-3.72,6.14
0,-39.41,23.12,59.11,-47.03,10.35,-31.52,35.16,-26.40,17.04,164.52,31.45,-64.69,-2.73,0.40,92.24,-58.00,-3.72,6.14
0,-39.41,23.12,59.11,-47.03,10.35,-31.52,35.16,-26.40,17.04,164.33,31.27,-64.65,-2.73,0.40,92.24,-58.00,-3.72,6.14
0,-38.38,23.13,59.32,-47.03,10.35,-31.52,35.16,-26.40,17.04,164.33,31.27,-64.65,-2.73,0.40,92.24,-58.00,-3.72,6.14
0,-38.38,23.13,59.32,-47.03,10.35,-31.52,35.16,-26.40,17.04,164.33,31.27,-64.65,-2.73,0.40,92.24,-58.13,-3.66,6.15
0,-38.38,23.13,59.32,-45.10,10.30,-28.93,36.13,-27.68,18.43,164.33,31.27,-64.65,-2.73,0.40,92.24,-58.13,-3.66,6.15
0,-38.38,23.13,59.32,-45.10,10.30,-28.93,36.13,-27.68,18.43,164.33,31.27,-64.65,-3.25,0.09,91.88,-58.13,-3.66,6.15
0,-38.38,23.13,59.32,-45.10,10.30,-28.93,36.13,-27.68,18.43,164.33,31.27,-64.65,-3.25,0.09,91.88,-58.13,-3.66,6.15
0,-38.38,23.13,59.32,-45.10,10.30,-28.93,36.13,-27.68,18.43,164.13,31.92,-64.39,-3.25,0.09,91.88,-58.13,-3.66,6.15
0,-37.50,23.03,59.54,-45.10,10.30,-28.93,36.13,-27.68,18.43,164.13,31.92,-64.39,-3.25,0.09,91.88,-58.13,-3.66,6.15
0,-37.50,23.03,59.54,-45.10,10.30,-28.93,36.13,-27.68,18.43,164.13,31.92,-64.39,-3.25,0.09,91.88,-58.13,-3.66,6.15
0,-37.50,23.03,59.54,-44.01,10.13,-26.51,36.76,-28.44,19.81,164.13,31.92,-64.39,-3.25,0.09,91.88,-58.00,-3.60,5.99
0,-37.50,23.03,59.54,-44.01,10.13,-26.51,36.76,-28.44,19.81,164.13,31.92,-64.39,-3.25,0.09,91.88,-58.00,-3.60,5.99
0,-37.50,23.03,59.54,-44.01,10.13,-26.51,36.76,-28.44,19.81,164.13,31.92,-64.39,-3.48,0.12,92.22,-58.00,-3.60,5.99
0,-37.50,23.03,59.54,-44.01,10.13,-26.51,36.76,-28.44,19.81,163.95,32.45,-64.35,-3.48,0.12,92.22,-58.00,-3.60,5.99
0,-36.42,22.90,59.84,-44.01,10.13,-26.51,36.76,-28.44,19.81,163.95,32.45,-64.35,-3.48,0.12,92.22,-58.00,-3.60,5.99
0,-36.42,22.90,59.84,-44.01,10.13,-26.51,36.76,-28.44,19.81,163.95,32.45,-64.35,-3.48,0.12,92.22,-58.00,-3.60,5.99
0,-36.42,22.90,59.84,-43.12,10.69,-24.79,37.12,-29.77,21.76,163.95,32.45,-64.35,-3.48,0.12,92.22,-58.00,-3.60,5.99
0,-36.42,22.90,59.84,-43.12,10.69,-24.79,37.12,-29.77,21.76,163.95,32.45,-64.35,-3.48,0.12,92.22,-57.79,-3.58,6.02
0,-36.42,22.90,59.84,-43.12,10.69,-24.79,37.12,-29.77,21.76,163.95,32.45,-64.35,-3.48,0.12,92.22,-57.79,-3.58,6.02
0,-36.42,22.90,59.84,-43.12,10.69,-24.79,37.12,-29.77,21.76,163.90,32.34,-64.25,-3.85,-0.01,92.36,-57.79,-3.58,6.02
0,-36.42,22.90,59.84,-43.12,10.69,-24.79,37.12,-29.77,21.76,163.90,32.34,-64.25,-3.85,-0.01,92.36,-57.79,-3.58,6.02
0,-36.07,22.35,58.93,-41.67,11.02,-22.38,37.12,-29.77,21.76,163.90,32.34,-64.25,-3.85,-0.01,92.36,-57.79,-3.58,6.02
0,-36.07,22.35,58.93,-41.67,11.02,-22.38,37.12,-29.77,21.76,163.90,32.34,-64.25,-3.85,-0.01,92.36,-57.79,-3.58,6.02
0,-36.07,22.35,58.93,-41.67,11.02,-22.38,36.96,-30.73,22.24,163.90,32.34,-64.25,-3.85,-0.01,92.36,-57.93,-3.48,6.19
0,-36.07,22.35,58.93,-41.67,11.02,-22.38,36.96,-30.73,22.24,163.90,32.34,-64.25,-3.85,-0.01,92.36,-57.93,-3.48,6.19
0,-36.07,22.35,58.93,-41.67,11.02,-22.38,36.96,-30.73,22.24,163.58,32.18,-64.54,-3.85,-0.01,92.36,-57.93,-3.48,6.19
0,-36.07,22.35,58.93,-41.67,11.02,-22.38,36.96,-30.73,22.24,163.58,32.18,-64.54,-4.07,-0.02,92.69,-57.93,-3.48,6.19
0,-35.06,22.50,59.59,-40.38,10.58,-20.54,36.96,-30.73,22.24,163.58,32.18,-64.54,-4.07,-0.02,92.69,-57.93,-3.48,6.19
0,-35.06,22.50,59.59,-40.38,10.58,-20.54,36.96,-30.73,22.24,163.58,32.18,-64.54,-4.07,-0.02,92.69,-57.93,-3.48,6.19
0,-35.06,22.50,59.59,-40.38,10.58,-20.54,37.25,-32.41,22.70,163.58,32.18,-64.54,-4.07,-0.02,92.69,-57.93,-3.48,6.19
0,-35.06,22.50,59.59,-40.38,10.58,-20.54,37.25,-32.41,22.70,163.58,32.18,-64.54,-4.07,-0.02,92.69,-57.61,-3.63,6.10
0,-35.06,22.50,59.59,-40.38,10.58,-20.54,37.25,-32.41,22.70,163.41,32.15,-64.70,-4.07,-0.02,92.69,-57.61,-3.63,6.10
0,-35.06,22.50,59.59,-40.38,10.58,-20.54,37.25,-32.41,22.70,163.41,32.15,-64.70,-4.62,-0.16,92.78,-57.61,-3.63,6.10
0,-34.20,22.52,59.55,-39.61,10.50,-18.74,37.25,-32.41,22.70,163.41,32.15,-64.70,-4.62,-0.16,92.78,-57.61,-3.63,6.10
0,-34.20,22.52,59.55,-39.61,10.50,-18.74,37.25,-32.41,22.70,163.41,32.15,-64.70,-4.62,-0.16,92.78,-57.61,-3.63,6.10
0,-34.20,22.52,59.55,-39.61,10.50,-18.74,37.58,-33.12,23.44,163.41,32.15,-64.70,-4.62,-0.16,92.78,-57.61,-3.63,6.10
0,-34.20,22.52,59.55,-39.61,10.50,-18.74,37.58,-33.12,23.44,163.41,32.15,-64.70,-4.62,-0.16,92.78,-57.39,-3.71,6.12
0,-34.20,22.52,59.55,-39.61,10.50,-18.74,37.58,-33.12,23.44,163.13,32.16,-64.68,-4.62,-0.16,92.78,-57.39,-3.71,6.12
0,-34.20,22.52,59.55,-39.61,10.50,-18.74,37.58,-33.12,23.44,163.13,32.16,-64.68,-4.62,-0.16,92.78,-57.39,-3.71,6.12
0,-34.20,22.52,59.55,-36.91,9.75,-16.51,37.58,-33.12,23.44,163.13,32.16,-64.68,-4.48,-0.17,93.27,-57.39,-3.71,6.12
0,-33.70,22.18,58.82,-36.91,9.75,-16.51,37.58,-33.12,23.44,163.13,32.16,-64.68,-4.48,-0.17,93.27,-57.39,-3.71,6.12
0,-33.70,22.18,58.82,-36.91,9.75,-16.51,37.58,-33.12,23.44,163.13,32.16,-64.68,-4.48,-0.17,93.27,-57.39,-3.71,6.12
0,-33.70,22.18,58.82,-36.91,9.75,-16.51,37.65,-33.13,24.56,163.13,32.16,-64.68,-4.48,-0.17,93.27,-57.39,-3.71,6.12
0,-33.70,22.18,58.82,-36.91,9.75,-16.51,37.65,-33.13,24.56,162.93,31.98,-64.82,-4.48,-0.17,93.27,-57.24,-3.53,6.13
0,-33.70,22.18,58.82,-36.91,9.75,-16.51,37.65,-33.13,24.56,162.93,31.98,-64.82,-4.48,-0.17,93.27,-57.24,-3.53,6.13
0,-33.70,22.18,58.82,-36.91,9.75,-16.51,37.65,-33.13,24.56,162.93,31.98,-64.82,-4.48,-0.17,93.27,-57.24,-3.53,6.13
0,-32.77,22.29,59.24,-35.42,9.84,-15.07,37.65,-33.13,24.56,162.93,31.98,-64.82,-5.38,-0.32,93.26,-57.24,-3.53,6.13
0,-32.77,22.29,59.24,-35.42,9.84,-15.07,37.65,-33.13,24.56,162.93,31.98,-64.82,-5.38,-0.32,93.26,-57.24,-3.53,6.13
0,-32.77,22.29,59.24,-35.42,9.84,-15.07,37.61,-32.11,25.40,162.93,31.98,-64.82,-5.38,-0.32,93.26,-57.24,-3.53,6.13
0,-32.77,22.29,59.24,-35.42,9.84,-15.07,37.61,-32.11,25.40,162.68,32.05,-64.83,-5.38,-0.32,93.26,-57.24,-3.53,6.13
0,-32.77,22.29,59.24,-35.42,9.84,-15.07,37.61,-32.11,25.40,162.68,32.05,-64.83,-5.38,-0.32,93.26,-57.21,-3.24,5.80
0,-32.77,22.29,59.24,-35.42,9.84,-15.07,37.61,-32.11,25.40,162.68,32.05,-64.83,-5.38,-0.32,93.26,-57.21,-3.24,5.80
0,-32.12,22.34,59.13,-33.83,9.70,-13.24,37.61,-32.11,25.40,162.68,32.05,-64.83,-5.98,-0.36,93.23,-57.21,-3.24,5.80
0,-32.12,22.34,59.13,-33.83,9.70,-13.24,37.61,-32.11,25.40,162.68,32.05,-64.83,-5.98,-0.36,93.23,-57.21,-3.24,5.80
0,-32.12,22.34,59.13,-33.83,9.70,-13.24,37.76,-33.01,25.94,162.68,32.05,-64.83,-5.98,-0.36,93.23,-57.21,-3.24,5.80
0,-32.12,22.34,59.13,-33.83,9.70,-13.24,37.76,-33.01,25.94,162.56,32.24,-64.69,-5.98,-0.36,93.23,-57.21,-3.24,5.80
0,-32.12,22.34,59.13,-33.83,9.70,-13.24,37.76,-33.01,25.94,162.56,32.24,-64.69,-5.98,-0.36,93.23,-57.24,-3.32,5.99
0,-32.12,22.34,59.13,-33.83,9.70,-13.24,37.76,-33.01,25.94,162.56,32.24,-64.69,-5.98,-0.36,93.23,-57.24,-3.32,5.99
0,-31.60,22.34,59.00,-32.00,9.28,-11.65,37.76,-33.01,25.94,162.56,32.24,-64.69,-5.98,-0.36,93.23,-57.24,-3.32,5.99
0,-31.60,22.34,59.00,-32.00,9.28,-11.65,37.76,-33.01,25.94,162.56,32.24,-64.69,-6.20,-0.40,93.50,-57.24,-3.32,5.99
0,-31.60,22.34,59.00,-32.00,9.28,-11.65,38.63,-31.72,26.48,162.56,32.24,-64.69,-6.20,-0.40,93.50,-57.24,-3.32,5.99
0,-31.60,22.34,59.00,-32.00,9.28,-11.65,38.63,-31.72,26.48,162.38,32.13,-64.73,-6.20,-0.40,93.50,-57.24,-3.32,5.99
0,-31.60,22.34,59.00,-32.00,9.28,-11.65,38.63,-31.72,26.48,162.38,32.13,-64.73,-6.20,-0.40,93.50,-57.24,-3.32,5.99
0,-31.60,22.34,59.00,-32.00,9.28,-11.65,38.63,-31.72,26.48,162.38,32.13,-64.73,-6.20,-0.40,93.50,-57.29,-3.47,6.22
0,-31.60,22.34,59.00,-30.10,9.68,-10.63,38.63,-31.72,26.48,162.38,32.13,-64.73,-6.20,-0.40,93.50,-57.29,-3.47,6.22
0,-31.05,22.13,58.67,-30.10,9.68,-10.63,38.63,-31.72,26.48,162.38,32.13,-64.73,-6.20,-0.40,93.50,-57.29,-3.47,6.22
0,-31.05,22.13,58.67,-30.10,9.68,-10.63,38.63,-31.72,26.48,162.38,32.13,-64.73,-6.77,-0.28,93.55,-57.29,-3.47,6.22
0,-31.05,22.13,58.67,-30.10,9.68,-10.63,39.97,-30.38,27.16,162.15,32.15,-64.86,-6.77,-0.28,93.55,-57.29,-3.47,6.22
0,-31.05,22.13,58.67,-30.10,9.68,-10.63,39.97,-30.38,27.16,162.15,32.15,-64.86,-6.77,-0.28,93.55,-57.29,-3.47,6.22
0,-31.05,22.13,58.67,-30.10,9.68,-10.63,39.97,-30.38,27.16,162.15,32.15,-64.86,-6.77,-0.28,93.55,-57.29,-3.47,6.22
0,-31.05,22.13,58.67,-30.10,9.68,-10.63,39.97,-30.38,27.16,162.15,32.15,-64.86,-6.77,-0.28,93.55,-57.54,-3.45,6.40
0,-30.35,22.03,58.88,-28.25,9.80,-9.15,39.97,-30.38,27.16,162.15,32.15,-64.86,-6.77,-0.28,93.55,-57.54,-3.45,6.40
0,-30.35,22.03,58.88,-28.25,9.80,-9.15,39.97,-30.38,27.16,162.15,32.15,-64.86,-6.85,-0.34,93.90,-57.54,-3.45,6.40
0,-30.35,22.03,58.88,-28.25,9.80,-9.15,42.14,-29.39,25.84,161.93,32.06,-65.04,-6.85,-0.34,93.90,-57.54,-3.45,6.40
0,-30.35,22.03,58.88,-28.25,9.80,-9.15,42.14,-29.39,25.84,161.93,32.06,-65.04,-6.85,-0.34,93.90,-57.54,-3.45,6.40
0,-30.35,22.03,58.88,-28.25,9.80,-9.15,42.14,-29.39,25.84,161.93,32.06,-65.04,-6.85,-0.34,93.90,-57.54,-3.45,6.40
0,-30.35,22.03,58.88,-28.25,9.80,-9.15,42.14,-29.39,25.84,161.93,32.06,-65.04,-6.85,-0.34,93.90,-57.63,-3.34,6.57
0,-29.62,21.97,58.94,-26.39,10.19,-8.06,42.14,-29.39,25.84,161.93,32.06,-65.04,-6.85,-0.34,93.90,-57.63,-3.34,6.57
0,-29.62,21.97,58.94,-26.39,10.19,-8.06,42.14,-29.39,25.84,161.93,32.06,-65.04,-6.85,-0.34,93.90,-57.63,-3.34,6.57
0,-29.62,21.97,58.94,-26.39,10.19,-8.06,44.39,-28.82,24.07,161.79,32.07,-65.00,-7.18,-0.27,94.02,-57.63,-3.34,6.57
0,-29.62,21.97,58.94,-26.39,10.19,-8.06,44.39,-28.82,24.07,161.79,32.07,-65.00,-7.18,-0.27,94.02,-57.63,-3.34,6.57
0,-29.62,21.97,58.94,-26.39,10.19,-8.06,44.39,-28.82,24.07,161.79,32.07,-65.00,-7.18,-0.27,94.02,-57.63,-3.34,6.57
0,-29.62,21.97,58.94,-26.39,10.19,-8.06,44.39,-28.82,24.07,161.79,32.07,-65.00,-7.18,-0.27,94.02,-57.63,-3.34,6.57
0,-29.62,21.97,58.94,-26.39,10.19,-8.06,44.39,-28.82,24.07,161.79,32.07,-65.00,-7.18,-0.27,94.02,-57.57,-3.34,6.76
